subject,subscribers,free,fee,reviews,avg reviews,level,lectures,duration,published date,subtitles,recommend
Music,5687,1,0,3778,5.0,Beginner,8,294,2006-07-04,0,1
Music,2587,0,2800,386,0.0,Beginner,10,283,2020-10-06,1,0
Music,1199,1,0,912,2.0,Beginner,13,494,2015-10-01,1,1
Personal Development,5614,1,0,2111,1.5,Beginner,12,263,2011-04-22,1,1
Photography,8271,1,0,1722,2.5,Expert,2,49,2020-06-21,0,1
Personal Development,9163,0,2610,5316,1.0,Beginner,14,374,2009-03-17,0,0
Social Sciences,2789,0,640,1205,3.5,Expert,10,179,2008-12-31,1,0
Management,5817,0,350,3115,4.5,Beginner,6,134,2002-02-09,1,0
Personal Development,10370,0,110,506,2.5,Beginner,12,110,2013-11-01,1,0
Management,4358,1,0,4168,1.5,Beginner,17,349,2009-06-15,0,1
Science,3387,0,1020,614,4.0,Expert,12,291,2008-01-04,1,0
Photography,8588,0,1380,6549,0.5,Intermediate,8,233,2019-09-10,0,0
Social Sciences,7026,0,200,3810,4.5,Intermediate,19,803,2017-12-24,1,1
Photography,9244,1,0,4243,1.0,Expert,9,278,2019-06-06,1,1
Design,11569,0,3130,4603,2.5,Expert,11,340,2008-02-26,1,0
Management,5084,0,1560,1423,1.5,Intermediate,5,114,2021-02-25,0,0
Music,8882,0,620,4812,4.5,Intermediate,15,320,2015-10-08,0,0
Music,6554,0,150,5465,5.0,Intermediate,6,284,2021-04-15,1,1
Science,9035,1,0,23,2.5,Beginner,4,98,2011-11-17,0,1
Social Sciences,10800,0,1310,9231,5.0,Intermediate,7,214,2018-11-08,0,1
Personal Development,6889,0,390,2692,4.0,Beginner,13,404,2008-11-18,0,0
Management,3939,1,0,3673,1.0,Intermediate,4,115,2008-08-25,0,1
Music,6868,0,1780,1017,2.0,Intermediate,4,88,2010-08-03,1,0
Photography,6305,0,500,5288,1.5,Beginner,14,397,2011-04-22,1,0
Personal Development,8897,0,210,522,4.0,Intermediate,6,108,2013-02-16,1,1
Photography,5659,0,120,1349,0.5,Intermediate,7,137,2015-03-31,0,1
Music,10339,0,640,5098,0.5,Intermediate,7,120,2009-04-06,1,0
Social Sciences,8357,0,300,4157,5.0,Expert,10,383,2013-01-25,1,1
Information Technology,7110,0,1400,6224,4.5,Expert,15,467,2010-01-18,0,1
Information Technology,4525,1,0,2627,4.5,Beginner,9,252,2009-08-01,0,1
Management,6980,0,2380,2017,5.0,Beginner,2,53,2003-12-28,0,0
Management,3273,0,1730,3150,0.5,Intermediate,13,535,2017-12-12,0,0
Music,8380,0,1690,5808,2.5,Expert,12,461,2006-06-05,0,0
Design,9302,0,820,5376,5.0,Intermediate,10,342,2013-05-03,0,0
Photography,10389,0,2680,5857,4.5,Intermediate,14,657,2016-12-25,0,0
Design,6444,0,370,1849,1.0,Expert,5,148,2021-08-10,0,1
Personal Development,4100,0,870,3625,2.0,Intermediate,5,142,2002-12-14,0,0
Social Sciences,7941,0,490,2834,4.0,Expert,14,389,2012-06-19,1,1
Science,9432,0,1970,7543,1.5,Expert,8,177,2012-03-24,0,0
Information Technology,9895,0,1110,2082,0.5,Intermediate,6,239,2002-10-22,0,0
Science,6197,0,1000,3304,1.0,Intermediate,12,273,2006-01-31,0,0
Science,9583,1,0,4065,1.0,Expert,10,286,2019-11-28,1,1
Design,5995,0,1200,5720,5.0,Beginner,12,350,2008-05-26,1,1
Science,11385,0,620,7725,4.5,Beginner,19,700,2014-04-11,0,0
Science,5195,1,0,328,1.5,Intermediate,12,400,2020-07-30,1,1
Photography,7562,1,0,6610,4.5,Expert,2,54,2004-03-23,0,1
Music,5318,0,1330,3243,2.0,Expert,1,42,2008-11-30,1,0
Music,6682,0,3530,4082,5.0,Expert,11,338,2021-10-05,1,0
Photography,9056,0,120,7616,0.5,Expert,7,146,2012-04-01,0,1
Information Technology,11479,0,940,312,0.5,Intermediate,23,980,2003-02-27,1,0
Photography,9268,1,0,1217,0.5,Expert,10,252,2013-07-16,1,1
Design,9439,0,340,1817,5.0,Expert,10,348,2010-04-04,1,1
Personal Development,6301,0,600,3558,2.5,Intermediate,5,110,2003-02-03,0,0
Music,8064,0,670,6949,4.0,Expert,7,198,2018-02-16,1,0
Management,4438,0,1240,116,3.0,Intermediate,10,292,2003-11-23,1,0
Management,3776,0,1900,2505,4.5,Beginner,12,345,2020-12-05,1,0
Information Technology,9042,0,380,3264,4.5,Expert,14,334,2006-02-21,0,1
Design,6585,1,0,2219,3.5,Beginner,7,284,2016-03-01,0,1
Science,10999,0,1930,9418,3.0,Expert,6,246,2019-12-29,0,0
Information Technology,8766,0,1060,6773,4.0,Expert,9,361,2009-02-24,1,0
Music,5114,0,730,4638,2.5,Intermediate,10,244,2006-08-14,0,0
Science,9398,0,1050,5339,0.0,Expert,8,199,2003-05-26,1,0
Information Technology,6986,0,2760,3254,5.0,Intermediate,3,100,2019-11-07,1,0
Design,4453,0,1010,787,4.5,Beginner,12,468,2016-08-27,1,0
Science,7038,1,0,2630,1.5,Beginner,12,250,2010-02-25,1,1
Music,4449,0,1550,3007,4.0,Intermediate,6,152,2014-02-17,1,0
Design,10669,0,2940,916,0.5,Beginner,12,413,2002-05-12,1,0
Music,7105,0,310,2814,3.0,Expert,5,164,2006-06-16,1,1
Science,8076,0,1130,1847,0.0,Intermediate,2,69,2010-09-11,1,0
Information Technology,6541,1,0,4663,0.0,Beginner,17,451,2013-10-02,0,1
Social Sciences,9510,0,770,1622,4.5,Beginner,3,106,2003-08-10,1,0
Science,3659,0,160,2143,0.0,Intermediate,14,363,2009-01-06,1,1
Management,6349,0,810,5750,0.5,Intermediate,5,150,2014-01-30,1,0
Science,4508,0,2180,3787,0.0,Expert,3,45,2003-08-23,0,0
Personal Development,9623,0,870,5038,4.0,Beginner,9,184,2012-08-07,0,0
Design,7268,0,2470,1396,3.5,Expert,10,332,2012-08-02,1,0
Personal Development,6014,0,2100,5322,5.0,Expert,6,251,2014-09-02,0,1
Science,11378,0,190,5491,3.0,Beginner,16,291,2019-03-01,1,0
Photography,8752,1,0,4401,1.0,Beginner,5,178,2014-06-06,1,1
Personal Development,8033,1,0,5564,4.0,Expert,9,157,2021-08-30,1,1
Science,12799,0,3440,5074,1.0,Intermediate,8,361,2013-08-23,1,1
Social Sciences,7377,1,0,5717,5.0,Expert,5,250,2005-05-06,1,1
Design,5024,1,0,4912,2.0,Expert,5,71,2018-09-12,0,1
Personal Development,7160,1,0,2011,4.5,Beginner,14,705,2013-12-04,1,1
Photography,8122,0,1950,1650,0.0,Beginner,12,346,2013-01-05,0,0
Management,7850,0,250,7529,4.0,Intermediate,22,708,2014-11-07,0,1
Science,7553,0,650,4397,0.0,Beginner,15,395,2020-12-18,0,0
Photography,6813,0,990,3493,2.0,Expert,5,180,2002-10-18,1,0
Design,5995,0,190,4892,2.5,Intermediate,5,96,2014-06-27,0,1
Design,8627,0,2260,36,3.0,Intermediate,10,252,2008-10-26,1,0
Science,5880,1,0,3784,3.5,Beginner,12,223,2014-07-07,0,1
Music,5741,1,0,5670,3.0,Intermediate,11,334,2009-07-17,1,1
Design,7051,1,0,6025,3.0,Intermediate,6,36,2002-11-12,1,1
Social Sciences,10035,1,0,2857,4.5,Beginner,17,257,2015-02-21,1,1
Design,9310,0,420,7604,3.5,Intermediate,15,400,2008-08-02,1,0
Social Sciences,11786,1,0,1850,0.0,Beginner,11,359,2003-06-01,1,1
Personal Development,7926,0,1500,7681,0.5,Intermediate,2,56,2005-04-16,1,0
Design,4554,0,830,823,2.5,Intermediate,10,473,2004-06-14,1,0
Science,8207,0,1030,8016,3.0,Beginner,12,320,2011-02-26,0,0
Management,2390,0,660,606,1.5,Beginner,11,10,2014-03-22,1,0
Personal Development,5280,1,0,1760,4.0,Expert,5,243,2016-11-01,0,1
Photography,11816,1,0,9716,4.0,Intermediate,4,139,2003-03-17,1,1
Science,6296,1,0,2200,3.5,Expert,1,33,2010-05-31,0,1
Design,5751,1,0,2126,0.0,Beginner,1,26,2017-02-21,0,1
Information Technology,9542,0,2060,6794,1.5,Beginner,10,131,2003-03-16,1,0
Design,9722,1,0,3984,4.5,Expert,9,188,2003-08-05,1,1
Information Technology,5013,0,990,1484,3.0,Intermediate,7,283,2016-03-22,1,0
Photography,3749,0,300,1760,3.0,Expert,14,215,2014-10-02,1,1
Social Sciences,5752,0,140,4139,0.0,Beginner,11,530,2014-09-10,1,0
Music,7789,1,0,4060,0.5,Beginner,5,131,2014-02-11,1,1
Information Technology,6179,1,0,3283,3.0,Beginner,10,356,2011-05-03,1,1
Personal Development,3865,0,110,1162,3.0,Intermediate,9,198,2011-05-27,0,1
Music,5743,0,460,714,3.0,Intermediate,12,379,2013-01-11,0,0
Management,3789,0,2230,2340,3.5,Expert,11,297,2014-01-14,1,0
Design,10724,0,320,1404,4.5,Expert,13,496,2005-07-06,1,1
Music,1127,0,3210,548,3.0,Intermediate,6,289,2011-06-19,1,0
Information Technology,5519,1,0,5141,5.0,Intermediate,8,247,2007-11-23,0,1
Science,5639,0,1170,1755,4.0,Beginner,10,254,2014-01-31,1,0
Design,8260,1,0,2340,4.5,Expert,12,392,2009-01-14,0,1
Design,6148,1,0,4442,5.0,Expert,8,305,2014-07-11,1,1
Music,9300,0,1300,2296,3.0,Beginner,19,314,2017-12-26,1,0
Music,8968,0,2590,1856,5.0,Intermediate,5,172,2012-03-08,0,0
Personal Development,10978,0,2300,8703,3.5,Beginner,1,22,2002-07-08,1,0
Design,4979,0,660,1803,3.0,Expert,7,149,2006-12-22,1,0
Personal Development,10840,0,1540,6286,1.5,Beginner,19,760,2020-08-11,0,0
Social Sciences,9381,1,0,2410,4.0,Beginner,5,113,2012-10-29,0,1
Music,5467,1,0,1973,4.5,Intermediate,6,153,2004-11-05,0,1
Social Sciences,11214,0,130,3523,5.0,Expert,3,136,2014-05-12,0,1
Social Sciences,5898,0,210,1692,4.0,Expert,17,673,2008-05-30,0,1
Information Technology,11482,1,0,9966,3.0,Intermediate,12,532,2009-06-29,0,1
Information Technology,7526,0,280,3586,2.5,Intermediate,5,31,2019-06-15,0,0
Personal Development,7128,1,0,2107,1.5,Expert,6,245,2004-06-22,0,1
Management,9160,1,0,1962,0.5,Intermediate,13,534,2018-07-12,1,1
Music,13432,1,0,451,0.0,Intermediate,9,346,2010-12-05,1,1
Photography,7510,0,1700,1512,3.5,Expert,1,17,2013-05-30,0,0
Management,10927,1,0,2848,2.5,Expert,12,405,2017-04-26,0,1
Music,6994,0,480,5854,3.5,Expert,10,181,2007-05-01,1,1
Management,6150,0,2010,81,4.5,Beginner,11,148,2006-05-13,1,0
Music,9241,0,1440,344,2.5,Beginner,17,514,2018-10-18,0,0
Management,5179,0,3050,1217,2.0,Intermediate,13,492,2008-05-23,0,0
Management,6844,0,2500,6264,5.0,Expert,10,165,2017-02-10,1,1
Management,11604,0,1250,1282,4.5,Expert,16,508,2015-10-09,1,0
Personal Development,8923,0,4190,1598,4.0,Beginner,9,356,2015-09-18,0,0
Personal Development,9412,1,0,4323,1.5,Expert,1,20,2007-02-20,0,1
Science,4542,0,550,905,3.0,Expert,5,148,2006-01-10,0,0
Science,8237,0,1390,1543,4.5,Beginner,13,423,2002-01-14,1,0
Design,6816,1,0,767,4.0,Intermediate,11,414,2013-04-21,0,1
Personal Development,4122,0,2690,4002,5.0,Expert,16,261,2012-03-25,0,1
Design,8766,0,480,5311,3.0,Intermediate,8,419,2006-06-26,1,0
Personal Development,3267,1,0,1891,0.0,Expert,8,207,2013-09-29,1,1
Information Technology,5154,0,1190,3917,2.0,Intermediate,10,336,2018-08-25,1,0
Information Technology,8446,1,0,4561,2.5,Expert,13,360,2021-12-17,1,1
Management,1768,1,0,835,1.0,Intermediate,19,825,2021-01-10,1,1
Social Sciences,2940,0,650,2503,4.0,Beginner,3,131,2019-07-16,0,0
Music,6304,0,3470,4748,1.5,Intermediate,7,202,2014-08-23,0,0
Design,8487,0,1620,6738,1.0,Intermediate,5,154,2015-02-07,1,0
Management,16751,0,1910,9602,3.5,Beginner,15,555,2007-04-25,1,1
Design,6900,1,0,773,0.0,Beginner,12,237,2014-04-26,0,1
Information Technology,9397,0,4030,3317,1.5,Expert,6,193,2020-03-13,0,0
Design,7613,1,0,1766,1.5,Expert,3,132,2003-08-28,1,1
Social Sciences,5728,0,460,3648,1.5,Beginner,22,662,2006-08-28,0,0
Personal Development,6657,1,0,527,0.5,Beginner,13,340,2014-06-14,0,1
Photography,4931,1,0,3143,2.5,Beginner,20,864,2020-05-20,1,1
Social Sciences,4168,0,260,2055,1.0,Intermediate,6,217,2004-04-11,0,0
Management,3348,0,360,1808,5.0,Intermediate,7,190,2007-01-19,0,0
Information Technology,6492,0,540,3946,4.0,Intermediate,13,417,2021-06-02,0,0
Music,6485,0,1350,3305,2.5,Expert,12,354,2013-11-18,1,0
Design,6029,1,0,5015,3.0,Beginner,2,80,2016-01-28,1,1
Social Sciences,5266,0,1380,4042,4.0,Beginner,9,342,2003-05-24,0,0
Music,5913,0,1010,5400,0.5,Expert,10,311,2017-02-07,1,0
Science,8763,0,380,5887,3.0,Beginner,6,249,2006-10-27,1,0
Social Sciences,5815,1,0,520,5.0,Intermediate,5,135,2006-06-29,0,1
Personal Development,6632,0,1010,4421,3.5,Intermediate,9,196,2008-07-25,1,0
Management,9472,0,250,8141,4.5,Intermediate,6,175,2020-01-13,0,1
Design,7521,0,490,4983,3.0,Intermediate,25,633,2002-11-09,0,0
Science,8217,0,820,7861,0.5,Beginner,2,89,2012-02-29,0,0
Management,2231,1,0,2049,5.0,Expert,9,190,2012-09-03,0,1
Photography,7848,0,1420,6874,2.0,Beginner,13,383,2011-08-11,0,0
Music,4326,0,970,2513,0.0,Expert,9,169,2005-11-26,0,0
Management,8173,0,600,1271,1.5,Intermediate,5,146,2021-01-25,1,0
Science,8163,0,1170,6491,1.5,Beginner,19,512,2006-01-29,0,0
Music,12006,0,360,3636,1.5,Beginner,16,366,2002-11-23,1,1
Photography,5257,0,110,150,1.0,Intermediate,5,33,2003-05-21,1,1
Social Sciences,5807,0,260,5688,0.5,Beginner,9,164,2002-06-11,1,0
Music,3632,0,120,611,2.0,Expert,1,12,2005-05-22,0,1
Music,9254,1,0,2590,5.0,Intermediate,2,57,2007-11-20,0,1
Music,2881,0,220,1150,0.0,Intermediate,11,269,2006-09-16,1,1
Social Sciences,6949,0,450,321,2.5,Intermediate,11,392,2019-09-27,1,0
Photography,10440,0,420,208,4.5,Intermediate,15,353,2010-05-02,1,0
Personal Development,7197,0,1810,3444,2.5,Beginner,8,365,2017-04-29,0,0
Design,7475,0,390,1157,3.0,Beginner,8,307,2011-01-31,0,0
Music,8658,1,0,3535,5.0,Expert,8,291,2015-07-24,0,1
Information Technology,9015,0,660,2826,2.0,Expert,12,389,2021-01-10,0,0
Photography,10653,0,1110,2129,5.0,Expert,16,571,2015-07-11,0,0
Photography,6332,1,0,2291,1.5,Beginner,19,541,2020-01-08,1,1
Science,12166,0,1190,7231,3.5,Expert,3,121,2008-04-22,1,1
Photography,5883,1,0,5083,3.5,Intermediate,9,222,2006-08-28,1,1
Photography,7201,0,2590,2672,1.0,Intermediate,7,275,2018-11-09,1,0
Music,5415,1,0,3824,1.5,Intermediate,11,299,2002-08-11,1,1
Design,7415,0,460,7345,3.0,Intermediate,10,224,2009-09-22,1,0
Information Technology,2486,0,3640,1986,1.0,Intermediate,6,206,2013-08-01,0,0
Social Sciences,11942,0,560,7248,3.0,Beginner,16,725,2019-12-28,1,0
Social Sciences,8351,0,1360,4646,4.5,Intermediate,10,300,2005-02-17,1,0
Information Technology,7112,1,0,6110,3.5,Expert,11,403,2018-01-14,1,1
Management,7688,0,2270,3002,0.0,Beginner,12,392,2010-08-17,1,0
Music,6244,0,1580,611,2.5,Intermediate,1,26,2007-02-21,1,0
Management,5410,1,0,739,0.5,Expert,15,155,2007-03-23,0,1
Personal Development,10075,1,0,8590,2.5,Expert,4,156,2011-10-30,0,1
Management,5829,0,3010,1872,4.5,Expert,3,65,2008-12-04,0,0
Information Technology,7072,0,1890,2678,1.5,Beginner,8,173,2010-02-23,0,0
Personal Development,5573,0,110,3792,0.5,Beginner,15,204,2012-10-14,0,0
Information Technology,5307,0,940,20,4.5,Beginner,12,290,2021-03-02,0,0
Management,4682,0,620,1908,0.5,Expert,15,151,2008-01-12,1,0
Personal Development,8828,0,810,8355,4.0,Intermediate,7,329,2014-05-04,1,0
Music,9276,0,2620,2861,0.5,Expert,8,259,2021-08-04,1,0
Information Technology,8541,0,1440,8470,2.5,Expert,12,355,2004-01-12,0,0
Photography,5983,0,920,3108,3.0,Intermediate,12,361,2012-12-30,1,0
Management,6176,0,300,5278,5.0,Expert,12,401,2011-09-26,0,1
Social Sciences,5213,1,0,3035,2.5,Expert,21,702,2015-08-14,0,1
Photography,7647,0,180,2163,1.0,Intermediate,12,414,2015-04-21,0,1
Personal Development,9195,1,0,2815,5.0,Expert,9,449,2019-02-05,1,1
Social Sciences,7935,1,0,2486,1.0,Intermediate,10,242,2011-07-16,1,1
Social Sciences,4876,0,250,419,3.0,Intermediate,12,193,2021-07-03,1,1
Social Sciences,13167,0,1290,11210,0.0,Intermediate,7,231,2016-04-28,1,1
Science,6459,1,0,5004,1.5,Expert,11,132,2004-06-22,1,1
Music,10914,0,460,8575,0.0,Beginner,11,381,2009-10-10,0,0
Social Sciences,7098,1,0,2279,4.0,Intermediate,1,45,2014-01-21,1,1
Management,2320,0,410,1861,5.0,Expert,11,400,2006-05-10,0,1
Information Technology,13491,0,350,469,1.5,Intermediate,10,375,2002-06-12,0,1
Information Technology,11720,0,200,438,3.0,Intermediate,10,291,2018-04-25,0,1
Design,7545,0,1100,2109,4.5,Beginner,10,357,2021-07-31,0,0
Social Sciences,6699,0,150,6601,5.0,Beginner,5,91,2020-04-19,1,1
Design,5345,0,250,1967,5.0,Expert,15,395,2011-12-07,1,1
Design,11343,0,150,10864,1.0,Expert,15,174,2007-12-15,0,1
Science,5737,0,260,4219,4.0,Beginner,16,473,2021-03-24,0,0
Information Technology,7476,0,2350,7023,4.5,Intermediate,8,120,2010-03-20,1,1
Science,7746,1,0,489,0.0,Expert,12,362,2010-05-14,0,1
Information Technology,6859,0,480,4567,3.0,Intermediate,14,290,2009-12-22,0,0
Design,6599,0,1050,5176,1.5,Intermediate,10,257,2015-10-07,0,0
Information Technology,5096,0,1690,2742,3.5,Beginner,10,427,2015-04-09,1,0
Management,5603,0,1890,2254,3.5,Beginner,10,232,2004-05-22,0,0
Music,10031,0,1060,6366,4.0,Intermediate,14,509,2006-07-06,0,0
Personal Development,10793,1,0,9594,3.5,Expert,2,47,2006-10-31,1,1
Personal Development,8253,1,0,4267,0.0,Expert,9,485,2018-03-16,1,1
Information Technology,7942,0,360,672,1.0,Beginner,7,335,2020-02-26,0,0
Information Technology,11052,0,1980,2426,0.5,Expert,13,264,2016-01-30,1,0
Personal Development,8553,0,160,143,2.5,Expert,8,256,2020-06-04,1,1
Design,9570,0,580,3090,4.0,Beginner,5,172,2003-01-15,0,0
Music,8530,1,0,973,3.5,Beginner,2,53,2017-12-01,0,1
Design,4224,0,1050,1888,1.5,Intermediate,11,383,2020-01-13,1,0
Social Sciences,11150,1,0,6367,1.0,Beginner,4,139,2012-02-14,0,1
Science,7830,1,0,4890,1.0,Expert,15,547,2015-05-24,1,1
Information Technology,3917,1,0,1702,2.5,Beginner,8,297,2013-08-24,0,1
Information Technology,7912,0,2870,427,1.5,Beginner,11,376,2009-01-16,0,0
Music,9064,0,600,1120,3.0,Beginner,1,42,2003-08-11,0,0
Photography,8521,1,0,876,4.0,Beginner,10,416,2020-11-15,1,1
Design,12403,1,0,7633,2.0,Beginner,15,208,2018-01-01,0,1
Music,7209,0,1090,2636,4.5,Intermediate,4,105,2018-12-01,1,0
Music,12394,0,100,8100,1.5,Expert,14,461,2014-10-11,0,1
Science,7991,0,710,5483,5.0,Beginner,8,198,2003-07-02,1,0
Management,8380,0,350,5471,1.5,Intermediate,12,584,2011-09-02,0,0
Design,10453,0,600,9192,0.0,Intermediate,3,41,2015-10-09,0,0
Information Technology,5849,0,290,287,5.0,Expert,4,143,2016-01-06,0,1
Information Technology,13042,0,110,6727,2.5,Beginner,4,132,2015-10-07,1,1
Music,8535,0,1620,2799,0.0,Expert,13,365,2020-02-26,1,0
Design,3008,0,280,2636,3.5,Intermediate,6,179,2010-06-20,1,0
Management,8684,0,3090,952,5.0,Beginner,12,461,2005-08-17,0,0
Social Sciences,7630,0,1010,6125,5.0,Intermediate,16,581,2014-03-07,1,1
Personal Development,8004,0,1580,2526,3.0,Beginner,3,111,2015-08-06,1,0
Photography,5682,0,3340,5107,2.5,Intermediate,5,228,2015-07-07,1,0
Personal Development,8689,1,0,6519,5.0,Intermediate,17,579,2019-04-23,0,1
Information Technology,6890,0,580,3199,4.0,Intermediate,6,212,2015-01-19,0,0
Photography,10608,0,400,3687,4.0,Expert,3,100,2016-10-04,0,1
Management,5199,0,260,882,1.0,Expert,12,431,2012-10-30,1,1
Music,14108,0,1970,4137,1.0,Intermediate,19,886,2016-12-26,0,1
Social Sciences,8087,0,630,1786,1.5,Expert,7,80,2011-05-18,0,0
Personal Development,8735,0,110,3045,5.0,Expert,11,347,2020-02-10,1,1
Science,5270,1,0,3285,0.5,Intermediate,12,269,2008-01-08,0,1
Personal Development,10481,0,150,7501,0.0,Intermediate,14,504,2013-08-21,1,1
Management,5203,1,0,95,0.5,Intermediate,13,543,2015-01-03,1,1
Music,9712,0,300,6025,0.0,Expert,4,86,2013-03-19,1,1
Personal Development,7531,0,570,5711,4.0,Intermediate,9,212,2012-04-08,1,0
Social Sciences,6419,0,1570,3986,3.0,Expert,16,809,2018-01-11,1,0
Design,8632,0,2870,7561,3.5,Expert,3,85,2017-09-18,0,0
Design,6378,0,590,3256,0.0,Beginner,5,109,2007-12-18,1,0
Science,7250,0,830,5436,4.5,Expert,15,486,2017-05-18,1,0
Design,7924,0,680,156,2.5,Expert,11,394,2009-04-29,0,0
Social Sciences,7584,0,1260,3064,3.0,Beginner,20,563,2006-06-08,1,0
Management,5292,1,0,2410,4.0,Beginner,12,609,2021-02-10,1,1
Music,2689,0,450,927,0.0,Expert,14,535,2009-01-29,0,1
Personal Development,1132,1,0,678,4.5,Intermediate,14,509,2019-08-28,1,1
Music,6671,0,860,6235,1.0,Beginner,10,213,2018-09-16,1,0
Management,4440,1,0,2174,1.5,Beginner,12,403,2010-06-19,1,1
Design,11192,0,520,7749,0.0,Beginner,9,310,2011-09-22,1,0
Social Sciences,10773,0,2080,7874,3.5,Intermediate,7,205,2004-12-02,1,0
Design,5914,0,720,1584,0.5,Beginner,11,340,2007-07-02,1,0
Design,5962,0,580,4188,0.5,Intermediate,11,372,2011-03-18,1,0
Personal Development,9281,0,130,1372,0.0,Beginner,10,229,2007-09-25,0,0
Management,2590,0,1780,2398,1.0,Intermediate,11,440,2010-10-31,1,0
Personal Development,5106,0,360,2481,0.5,Expert,4,112,2012-11-29,1,1
Photography,5939,0,250,2009,4.5,Beginner,10,127,2005-10-01,1,0
Music,7495,0,3190,5681,3.0,Intermediate,12,115,2021-02-28,1,0
Personal Development,10560,0,110,1755,2.0,Expert,11,310,2018-09-01,0,1
Management,7466,1,0,3114,1.0,Beginner,6,293,2019-06-18,1,1
Music,5692,0,2790,46,1.5,Expert,19,995,2014-04-10,0,0
Design,9916,0,250,3592,3.0,Intermediate,5,121,2009-10-14,0,1
Music,9813,1,0,4285,2.5,Beginner,14,660,2009-12-30,0,1
Design,1577,0,950,806,4.5,Intermediate,3,100,2016-05-13,0,0
Information Technology,9023,0,470,531,0.5,Intermediate,1,29,2005-11-29,0,0
Management,4934,0,220,4647,2.0,Expert,13,426,2003-02-18,0,1
Information Technology,6161,1,0,3832,0.0,Intermediate,15,780,2007-08-28,0,1
Music,6342,0,350,3325,0.5,Expert,10,351,2017-08-06,1,1
Science,5644,1,0,3591,0.0,Expert,6,209,2019-01-07,0,1
Photography,7850,0,810,5555,3.0,Intermediate,14,416,2013-08-10,0,0
Management,5957,0,160,502,2.0,Expert,8,156,2009-12-20,0,1
Social Sciences,4574,0,1310,1382,3.0,Beginner,14,410,2019-09-14,1,0
Photography,8182,0,1450,4994,3.5,Beginner,13,353,2004-12-16,1,0
Photography,2538,0,130,1201,5.0,Beginner,12,470,2009-03-26,1,0
Music,8304,0,600,1298,3.5,Intermediate,18,607,2018-05-27,0,0
Social Sciences,5444,0,790,5342,2.5,Beginner,1,31,2007-07-17,0,0
Science,3906,0,1090,717,3.0,Expert,11,678,2016-12-28,0,0
Social Sciences,9034,0,640,2955,3.0,Intermediate,10,124,2015-10-14,1,0
Social Sciences,9270,0,1290,4086,4.0,Beginner,14,365,2021-11-03,1,0
Music,4446,0,230,3059,0.0,Beginner,20,415,2012-01-23,1,0
Photography,4682,1,0,3464,5.0,Expert,1,47,2010-04-21,1,1
Music,4995,0,890,1020,1.5,Expert,8,257,2005-09-30,1,0
Music,1581,0,520,1519,3.5,Intermediate,10,174,2017-05-24,1,0
Design,7305,0,3090,4069,2.5,Expert,13,273,2003-10-26,1,0
Management,12485,0,500,9736,1.5,Beginner,15,507,2006-01-05,1,1
Social Sciences,5422,0,1630,1073,1.0,Beginner,11,245,2006-05-30,0,0
Photography,8395,1,0,53,3.0,Intermediate,5,175,2016-08-23,0,1
Music,8381,0,210,773,3.5,Beginner,7,329,2004-09-08,0,0
Information Technology,6698,0,530,4217,1.5,Expert,11,371,2008-06-04,1,0
Photography,11065,0,190,9760,5.0,Expert,10,362,2017-10-11,0,1
Photography,4714,0,540,258,1.5,Beginner,1,41,2007-10-30,0,0
Information Technology,7519,0,2750,4936,4.0,Expert,11,434,2019-09-26,0,0
Music,5807,0,990,4404,3.5,Beginner,14,212,2019-01-01,1,0
Design,8274,0,1490,2947,2.0,Intermediate,13,508,2004-04-06,1,0
Photography,9310,1,0,4216,0.5,Beginner,4,156,2020-06-21,1,1
Social Sciences,9088,0,600,2937,1.5,Intermediate,16,414,2020-01-06,1,0
Social Sciences,5994,1,0,4375,0.0,Intermediate,12,388,2011-09-07,0,1
Photography,6766,0,1420,3262,3.5,Intermediate,12,222,2013-12-15,0,0
Music,8905,1,0,2702,3.5,Expert,4,80,2020-08-28,1,1
Science,6067,0,160,5421,1.5,Intermediate,17,219,2002-09-27,1,1
Music,7659,0,1100,165,0.0,Intermediate,9,187,2015-08-25,0,0
Social Sciences,363,0,660,280,5.0,Expert,14,539,2018-08-29,0,0
